username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
oopsabird,"liv (she/they). short, talkative, queer, ADHD(i). plant hoarder, stuff writer & Procrastinator Supreme™️. certified boat nerd. opinions mine, head empty",settler in K'jipuktuk (HFX),782,187,45031,2014-05-22 02:57:28,2020-07-15 02:12:58,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
chrome327,"Caffeine, please #BlackLivesMatter #AbolitionNow Registered Independent #DemExit Eugene Debs stan #VoteGreen2020 🍞&🌹","Florida, ❤️Motown Forever",1600,726,25905,2008-04-15 12:52:09,2020-07-15 02:12:50,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
BoozyBeggarChi,"Distributor Rep. Consultant. Cert. Cicerone. Homebrewer. Pairings, cocktails, spirits, cider. Staff Trainings. Often found at Off Color Mousetrap.",Chicago,2580,2369,26033,2012-08-31 17:42:39,2020-07-15 02:10:09,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
_SteveJohnson_,"Christian. Husband. Father. Pastor of OC, but opinions are my own/ Faithful Presence (Cville, A11-12, 2018)/@NationalSCLC member/ 1999 @MNADV Clergy Award",Greater Charlottesville area,269,215,4501,2018-08-06 14:03:45,2020-07-15 02:09:55,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
doc1815,"Cognitive Dissident, Iconoclast, Jacobin
Mort aux Rois!
 #Bernie2020, #BLM 🌹","Virginia, USA",780,160,3463,2009-04-05 19:59:08,2020-07-15 02:09:53,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
snowmiaux,"Sleek, Mystique'd Snow Leopard Fursona. Tail-in-mouth enthusiast. Ghostpaw on Tapestries. Shiny loving postfurry dreamer. Single He/Him Bi AF. Art by @art_mab!",PHX AZ / Layleaux Tapestries,881,371,22986,2012-11-07 09:02:46,2020-07-15 02:09:38,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
glennmerrill,↙️↙️↙️eh sea eh bee. Nothing here promises we destroy what's wrong & sometimes the bottle doesn't slice; so we're all insane now. Any professional nouns welcome,occupied Duwamish Land SEA,1309,699,143395,2011-02-17 16:38:57,2020-07-15 02:08:12,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
Angry_Geek,"I love geeky shit, I hate Nazis and science deniers. You may be entitled to your own opinion but you can't rewrite reality.","Portland, OR",1434,50,4650,2009-04-03 21:21:04,2020-07-15 02:08:03,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
infoblind,there are no churches by the sea,,496,101,31954,2011-03-06 22:27:26,2020-07-15 02:07:40,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
choochoomagu,"Outing nationalist & cult of personality worship accounts 1 by 1. Abolitionist, Prison Abolitionist, anti-fascist. ‘Tis the gray sky in the window in my eye. 🖕",Stolen Land,2107,612,91607,2011-12-17 07:39:56,2020-07-15 02:07:14,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
B_Sputnik,Antifascist Transhumanist. Manic Pixie Dream Guerilla. General internet goer. RTs are endorsements inversely proportional to how upset you are about them.,He / Him / Dude / Bro,5000,1943,191874,2009-02-05 13:20:58,2020-07-15 02:06:35,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
alloutdc202,Collective of DC antifascist activists. #blacklivesmatter #defenddc #alloutagainstfascism #dmv #dc,"Washington, DC",142,3199,1156,2019-06-30 18:50:29,2020-07-15 02:06:25,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
wrench1312,Local DC and Tacoma Washington activist. Proud to be brown! ✡️ 🏴 Ⓐ #AntiFascist #AntiRacist #BlackLivesMatter #BrownLivesMatter @UPSantifa He/Him,The Nations Rotting Capital ,95,104,1586,2018-11-08 15:16:49,2020-07-15 02:05:48,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
NachtegaalPiebe,"hy/him, swalker, yn amerika, punk, fjildman en anti-racist.",,156,52,168,2019-07-14 18:53:42,2020-07-15 02:05:20,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
two_knocks,satyagraha | living embodiment of imposter syndrome | marcussmarfist | he/him | 🌹,vote.org/register-to-vote/,446,410,28127,2010-06-23 21:51:41,2020-07-15 02:04:56,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
LibtardJesus1,"For where your treasure is, there your heart will be also. (Mathew 6:21) #TheResistance",United States,1520,2318,169776,2016-06-03 17:51:43,2020-07-15 02:04:41,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
akristofferson,,"Albuquerque, NM",1292,742,48877,2012-07-28 04:12:51,2020-07-15 02:04:40,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
wonderlandrevel,"Plant-powered pixie. Hippie-hearted herbivore. Anti-fascist. #BLM.

♊☀️ ♈🌜 ♋ ⏫
She/her.",Southern California/Wonderland,4982,1278,66257,2009-06-14 23:06:53,2020-07-15 02:04:33,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
ReginaHouTX,"#Resist, #Vote=Voice #HoustonStrong, Separation of Church & State #BlackLivesMatter #BlueDogDemocrat #VoteBlueTexas2020 #Liason20","Houston, TX 77077",1813,957,72088,2010-09-17 21:32:24,2020-07-15 02:04:08,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
AntiFashGordon,"I expose fascists via #OSINT, get them fired, de-homed, kicked out of school, etc. “Your work is a endless black hole of destruction."" --Neo-Nazi John Camden","Boston, MA",3242,34963,18048,2018-09-09 15:49:58,2020-07-15 02:03:49,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
GothBotAlice,Antifascist Care Worker. Co-Author of @IGD_News ‘This Week in Fascism.’ Mad Woman. Writer. Witch. No Gods. No Masters. ¡No pasarán!,she/her,421,155,1730,2020-05-12 23:34:05,2020-07-15 02:03:41,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
Kaimandante,M-L. Communist. 10 years to stop capitalism from driving us off a climate cliff. So I don’t have time for ur liberal bullshit,"Harlem, NYC",1480,10233,96347,2011-02-24 23:01:41,2020-07-15 02:02:43,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
GaryWKinsman,"Queer and Anti-Capitalist Activist, author and researcher",gkinsman@laurentian.ca,5003,3481,98051,2014-07-31 02:01:02,2020-07-15 02:02:04,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
marxymarx69,"Unapologetic communist ☭🚩🏴🌹|
Anti-imperialist|
Greek-american|
He/Him","Massachusetts, USA",1028,501,18523,2012-09-25 01:04:26,2020-07-15 02:01:35,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
Sevasaurusidae,"Biology enthusiast, angry beligerant queer. They/them.",,107,42,4702,2011-10-08 15:19:07,2020-07-15 02:01:21,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
FalseSum,🔸⚫️🔸⚫️🔸⚫️🔸,,284,94,3459,2017-09-13 18:39:34,2020-07-15 01:59:48,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
slackbastard,Insouciant anarchist. Slack. Bastard. Likes cats. Usual disclaimers. https://t.co/1wHvjZRmVJ,"Melbourne, Victoria",950,9392,111026,2009-07-22 17:34:16,2020-07-15 01:57:31,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
lunatic_core,"Professional Hellsite Drifter.
and I complain about Modern Warfare daily.",Ultraworld,1178,100,8587,2009-10-24 04:32:58,2020-07-15 01:57:09,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
DivGuild,🤬🤪🏳️‍🌈TRANSTASTIC,,1732,214,12633,2020-04-10 03:42:09,2020-07-15 01:56:46,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
xaunc01,,,1249,78,8064,2018-11-25 09:22:10,2020-07-15 01:56:45,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
godslongbones,Writer with novel based on 2004 Mississippi lynching.,"Seattle, WA.",501,148,67399,2012-10-26 03:17:11,2020-07-15 01:56:40,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
beanerberlin,for a radical politics of autonomy and empathy ✊🏾 suburban wine mom of techno 🍷borg/continuum,Nowhere,492,653,11685,2009-03-08 14:51:22,2020-07-15 01:56:33,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
zine_rats,A zines to prisons project based in so-called central Virginia. #UntilEveryCageIsEmpty,,111,21,114,2020-04-04 18:56:24,2020-07-15 01:56:17,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
kinnafrost,"must not sleep, must warn others; ACAB; (inters/insurr)ectional; fuck cis-heteronormativity, capitalism, xenophobia, and wambly jellyfish bootlickers/throaters",against all bigots,575,119,47626,2015-04-24 23:48:26,2020-07-15 01:55:40,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
koffeefrkeleven,"musician, artist, rabble-rouser and malcontent

Probably, a terrorist, I guess. 

#1000nonbinaryDJs
#elevenimages","Albany, NY",2145,754,29886,2009-06-14 20:39:30,2020-07-15 01:55:34,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
BlueEterlin,Prone to massive anxiety attacks.  Following people who remind me to be a better person.  Silently reporting/blocking bigots.  she/her,,462,187,19843,2019-07-30 11:58:09,2020-07-15 01:54:57,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
Roboito,"Balloon Head Analyst (BHA™), Covering Area 51, 52, and 69",United Sates on America,761,117,7707,2010-05-09 01:24:07,2020-07-15 01:53:55,211,Burning tiki torches were left on the front yards of several anti-racist organizers in #Charlottesville as the anniversary of Unite the Right looms. https://t.co/V9gmxCOrDy,"[{'text': 'Charlottesville', 'indices': [101, 117]}]"
